client_id,date,amount,payment_status
CL0002,2023-09-28,11156.838391353263,Paid
CL0002,2023-10-28,11156.838391353263,Paid
CL0002,2023-11-27,11156.838391353263,Paid
CL0002,2023-12-27,11156.838391353263,Paid
CL0002,2024-01-26,11156.838391353263,Paid
CL0002,2024-02-25,11156.838391353263,Paid
CL0002,2024-03-26,11156.838391353263,Paid
CL0002,2024-04-25,11156.838391353263,Missing
CL0002,2024-05-25,11156.838391353263,Paid
CL0002,2024-06-24,11156.838391353263,Missing
CL0002,2024-07-24,11156.838391353263,Paid
CL0002,2024-08-23,11156.838391353263,Paid
CL0002,2024-09-22,11156.838391353263,Paid
CL0002,2024-10-22,11156.838391353263,Paid
CL0002,2024-11-21,11156.838391353263,Paid
CL0002,2024-12-21,11156.838391353263,Paid
CL0002,2025-01-20,11156.838391353263,Paid
CL0002,2025-02-19,11156.838391353263,Paid
CL0002,2025-03-21,11156.838391353263,Missing
CL0002,2025-04-20,11156.838391353263,Paid
CL0002,2025-05-20,11156.838391353263,Paid
CL0002,2025-06-19,11156.838391353263,Paid
CL0002,2025-07-19,11156.838391353263,Paid
CL0002,2025-08-18,11156.838391353263,Paid
CL0002,2025-09-17,11156.838391353263,Missing
CL0002,2025-10-17,11156.838391353263,Paid
CL0002,2025-11-16,11156.838391353263,Paid
CL0003,2023-01-01,47760.68092193611,Paid
CL0003,2023-01-31,47760.68092193611,Missing
CL0003,2023-03-02,47760.68092193611,Paid
CL0003,2023-04-01,47760.68092193611,Paid
CL0003,2023-05-01,47760.68092193611,Paid
CL0003,2023-05-31,47760.68092193611,Paid
CL0003,2023-06-30,47760.68092193611,Paid
CL0003,2023-07-30,47760.68092193611,Paid
CL0003,2023-08-29,47760.68092193611,Paid
CL0003,2023-09-28,47760.68092193611,Paid
CL0003,2023-10-28,47760.68092193611,Paid
CL0003,2023-11-27,47760.68092193611,Paid
CL0003,2023-12-27,47760.68092193611,Paid
CL0003,2024-01-26,47760.68092193611,Paid
CL0003,2024-02-25,47760.68092193611,Paid
CL0003,2024-03-26,47760.68092193611,Paid
CL0003,2024-04-25,47760.68092193611,Paid
CL0003,2024-05-25,47760.68092193611,Missing
CL0003,2024-06-24,47760.68092193611,Paid
CL0003,2024-07-24,47760.68092193611,Paid
CL0003,2024-08-23,47760.68092193611,Paid
CL0003,2024-09-22,47760.68092193611,Paid
CL0003,2024-10-22,47760.68092193611,Paid
CL0003,2024-11-21,47760.68092193611,Paid
CL0003,2024-12-21,47760.68092193611,Paid
CL0003,2025-01-20,47760.68092193611,Paid
CL0003,2025-02-19,47760.68092193611,Paid
CL0003,2025-03-21,47760.68092193611,Paid
CL0003,2025-04-20,47760.68092193611,Paid
CL0003,2025-05-20,47760.68092193611,Paid
CL0003,2025-06-19,47760.68092193611,Paid
CL0003,2025-07-19,47760.68092193611,Paid
CL0003,2025-08-18,47760.68092193611,Paid
CL0003,2025-09-17,47760.68092193611,Paid
CL0003,2025-10-17,47760.68092193611,Paid
CL0003,2025-11-16,47760.68092193611,Paid
CL0004,2023-01-01,25070.25978310801,Paid
CL0004,2023-01-31,25070.25978310801,Paid
CL0004,2023-03-02,25070.25978310801,Missing
CL0004,2023-04-01,25070.25978310801,Missing
CL0004,2023-05-01,25070.25978310801,Paid
CL0004,2023-05-31,25070.25978310801,Paid
CL0004,2023-06-30,25070.25978310801,Paid
CL0004,2023-07-30,25070.25978310801,Paid
CL0004,2023-08-29,25070.25978310801,Paid
CL0004,2023-09-28,25070.25978310801,Paid
CL0004,2023-10-28,25070.25978310801,Paid
CL0004,2023-11-27,25070.25978310801,Paid
CL0004,2023-12-27,25070.25978310801,Missing
CL0004,2024-01-26,25070.25978310801,Paid
CL0004,2024-02-25,25070.25978310801,Missing
CL0004,2024-03-26,25070.25978310801,Paid
CL0004,2024-04-25,25070.25978310801,Paid
CL0004,2024-05-25,25070.25978310801,Missing
CL0004,2024-06-24,25070.25978310801,Paid
CL0004,2024-07-24,25070.25978310801,Paid
CL0004,2024-08-23,25070.25978310801,Paid
CL0004,2024-09-22,25070.25978310801,Paid
CL0004,2024-10-22,25070.25978310801,Missing
CL0004,2024-11-21,25070.25978310801,Paid
CL0004,2024-12-21,25070.25978310801,Paid
CL0004,2025-01-20,25070.25978310801,Paid
CL0004,2025-02-19,25070.25978310801,Paid
CL0004,2025-03-21,25070.25978310801,Paid
CL0004,2025-04-20,25070.25978310801,Paid
CL0004,2025-05-20,25070.25978310801,Paid
CL0004,2025-06-19,25070.25978310801,Paid
CL0004,2025-07-19,25070.25978310801,Paid
CL0004,2025-08-18,25070.25978310801,Paid
CL0004,2025-09-17,25070.25978310801,Paid
CL0004,2025-10-17,25070.25978310801,Paid
CL0004,2025-11-16,25070.25978310801,Paid
CL0005,2023-01-01,13330.981797737884,Paid
CL0005,2023-01-31,13330.981797737884,Paid
CL0005,2023-03-02,13330.981797737884,Paid
CL0005,2023-04-01,13330.981797737884,Missing
CL0005,2023-05-01,13330.981797737884,Paid
CL0005,2023-05-31,13330.981797737884,Paid
CL0005,2023-06-30,13330.981797737884,Missing
CL0005,2023-07-30,13330.981797737884,Missing
CL0005,2023-08-29,13330.981797737884,Paid
CL0005,2023-09-28,13330.981797737884,Paid
CL0005,2023-10-28,13330.981797737884,Paid
CL0005,2023-11-27,13330.981797737884,Paid
CL0005,2023-12-27,13330.981797737884,Paid
CL0005,2024-01-26,13330.981797737884,Paid
CL0005,2024-02-25,13330.981797737884,Paid
CL0005,2024-03-26,13330.981797737884,Paid
CL0005,2024-04-25,13330.981797737884,Paid
CL0005,2024-05-25,13330.981797737884,Paid
CL0005,2024-06-24,13330.981797737884,Paid
CL0005,2024-07-24,13330.981797737884,Paid
CL0005,2024-08-23,13330.981797737884,Paid
CL0005,2024-09-22,13330.981797737884,Paid
CL0005,2024-10-22,13330.981797737884,Paid
CL0005,2024-11-21,13330.981797737884,Paid
CL0005,2024-12-21,13330.981797737884,Paid
CL0005,2025-01-20,13330.981797737884,Paid
CL0005,2025-02-19,13330.981797737884,Paid
CL0005,2025-03-21,13330.981797737884,Paid
CL0005,2025-04-20,13330.981797737884,Paid
CL0005,2025-05-20,13330.981797737884,Paid
CL0005,2025-06-19,13330.981797737884,Paid
CL0005,2025-07-19,13330.981797737884,Paid
CL0005,2025-08-18,13330.981797737884,Missing
CL0005,2025-09-17,13330.981797737884,Missing
CL0005,2025-10-17,13330.981797737884,Paid
CL0005,2025-11-16,13330.981797737884,Paid
CL0006,2023-01-01,29385.54263202612,Paid
CL0006,2023-01-31,29385.54263202612,Paid
CL0006,2023-03-02,29385.54263202612,Paid
CL0006,2023-04-01,29385.54263202612,Paid
CL0006,2023-05-01,29385.54263202612,Paid
CL0006,2023-05-31,29385.54263202612,Paid
CL0006,2023-06-30,29385.54263202612,Paid
CL0006,2023-07-30,29385.54263202612,Paid
CL0006,2023-08-29,29385.54263202612,Paid
CL0006,2023-09-28,29385.54263202612,Paid
CL0006,2023-10-28,29385.54263202612,Paid
CL0006,2023-11-27,29385.54263202612,Paid
CL0006,2023-12-27,29385.54263202612,Missing
CL0006,2024-01-26,29385.54263202612,Paid
CL0006,2024-02-25,29385.54263202612,Paid
CL0006,2024-03-26,29385.54263202612,Missing
CL0006,2024-04-25,29385.54263202612,Paid
CL0006,2024-05-25,29385.54263202612,Paid
CL0006,2024-06-24,29385.54263202612,Missing
CL0006,2024-07-24,29385.54263202612,Paid
CL0006,2024-08-23,29385.54263202612,Paid
CL0006,2024-09-22,29385.54263202612,Paid
CL0006,2024-10-22,29385.54263202612,Paid
CL0006,2024-11-21,29385.54263202612,Paid
CL0006,2024-12-21,29385.54263202612,Missing
CL0006,2025-01-20,29385.54263202612,Paid
CL0006,2025-02-19,29385.54263202612,Paid
CL0006,2025-03-21,29385.54263202612,Paid
CL0006,2025-04-20,29385.54263202612,Paid
CL0006,2025-05-20,29385.54263202612,Paid
CL0006,2025-06-19,29385.54263202612,Paid
CL0006,2025-07-19,29385.54263202612,Paid
CL0006,2025-08-18,29385.54263202612,Paid
CL0006,2025-09-17,29385.54263202612,Paid
CL0006,2025-10-17,29385.54263202612,Paid
CL0006,2025-11-16,29385.54263202612,Paid
CL0007,2023-01-01,44282.56261443837,Paid
CL0007,2023-01-31,44282.56261443837,Paid
CL0007,2023-03-02,44282.56261443837,Paid
CL0007,2023-04-01,44282.56261443837,Paid
CL0007,2023-05-01,44282.56261443837,Paid
CL0007,2023-05-31,44282.56261443837,Paid
CL0007,2023-06-30,44282.56261443837,Paid
CL0007,2023-07-30,44282.56261443837,Paid
CL0007,2023-08-29,44282.56261443837,Paid
CL0007,2023-09-28,44282.56261443837,Missing
CL0007,2023-10-28,44282.56261443837,Paid
CL0007,2023-11-27,44282.56261443837,Paid
CL0007,2023-12-27,44282.56261443837,Paid
CL0007,2024-01-26,44282.56261443837,Paid
CL0007,2024-02-25,44282.56261443837,Paid
CL0007,2024-03-26,44282.56261443837,Paid
CL0007,2024-04-25,44282.56261443837,Missing
CL0007,2024-05-25,44282.56261443837,Paid
CL0007,2024-06-24,44282.56261443837,Paid
CL0007,2024-07-24,44282.56261443837,Paid
CL0007,2024-08-23,44282.56261443837,Paid
CL0007,2024-09-22,44282.56261443837,Paid
CL0007,2024-10-22,44282.56261443837,Missing
CL0007,2024-11-21,44282.56261443837,Paid
CL0007,2024-12-21,44282.56261443837,Paid
CL0007,2025-01-20,44282.56261443837,Paid
CL0007,2025-02-19,44282.56261443837,Paid
CL0007,2025-03-21,44282.56261443837,Paid
CL0007,2025-04-20,44282.56261443837,Paid
CL0007,2025-05-20,44282.56261443837,Paid
CL0007,2025-06-19,44282.56261443837,Paid
CL0007,2025-07-19,44282.56261443837,Paid
CL0007,2025-08-18,44282.56261443837,Paid
CL0007,2025-09-17,44282.56261443837,Paid
CL0007,2025-10-17,44282.56261443837,Paid
CL0007,2025-11-16,44282.56261443837,Paid
CL0008,2023-01-01,37950.11988843025,Paid
CL0008,2023-01-31,37950.11988843025,Paid
CL0008,2023-03-02,37950.11988843025,Paid
CL0008,2023-04-01,37950.11988843025,Paid
CL0008,2023-05-01,37950.11988843025,Paid
CL0008,2023-05-31,37950.11988843025,Paid
CL0008,2023-06-30,37950.11988843025,Paid
CL0008,2023-07-30,37950.11988843025,Paid
CL0008,2023-08-29,37950.11988843025,Paid
CL0008,2023-09-28,37950.11988843025,Paid
CL0008,2023-10-28,37950.11988843025,Paid
CL0008,2023-11-27,37950.11988843025,Paid
CL0008,2023-12-27,37950.11988843025,Paid
CL0008,2024-01-26,37950.11988843025,Paid
CL0008,2024-02-25,37950.11988843025,Paid
CL0008,2024-03-26,37950.11988843025,Paid
CL0008,2024-04-25,37950.11988843025,Missing
CL0008,2024-05-25,37950.11988843025,Paid
CL0008,2024-06-24,37950.11988843025,Missing
CL0008,2024-07-24,37950.11988843025,Paid
CL0008,2024-08-23,37950.11988843025,Paid
CL0008,2024-09-22,37950.11988843025,Paid
CL0008,2024-10-22,37950.11988843025,Paid
CL0008,2024-11-21,37950.11988843025,Paid
CL0008,2024-12-21,37950.11988843025,Paid
CL0008,2025-01-20,37950.11988843025,Paid
CL0008,2025-02-19,37950.11988843025,Paid
CL0008,2025-03-21,37950.11988843025,Missing
CL0008,2025-04-20,37950.11988843025,Paid
CL0008,2025-05-20,37950.11988843025,Paid
CL0008,2025-06-19,37950.11988843025,Paid
CL0008,2025-07-19,37950.11988843025,Paid
CL0008,2025-08-18,37950.11988843025,Paid
CL0008,2025-09-17,37950.11988843025,Paid
CL0008,2025-10-17,37950.11988843025,Paid
CL0008,2025-11-16,37950.11988843025,Paid
CL0009,2023-01-01,41295.25165376524,Paid
CL0009,2023-01-31,41295.25165376524,Paid
CL0009,2023-03-02,41295.25165376524,Paid
CL0009,2023-04-01,41295.25165376524,Paid
CL0009,2023-05-01,41295.25165376524,Paid
CL0009,2023-05-31,41295.25165376524,Paid
CL0009,2023-06-30,41295.25165376524,Paid
CL0009,2023-07-30,41295.25165376524,Paid
CL0009,2023-08-29,41295.25165376524,Paid
CL0009,2023-09-28,41295.25165376524,Paid
CL0009,2023-10-28,41295.25165376524,Paid
CL0009,2023-11-27,41295.25165376524,Paid
CL0009,2023-12-27,41295.25165376524,Missing
CL0009,2024-01-26,41295.25165376524,Paid
CL0009,2024-02-25,41295.25165376524,Missing
CL0009,2024-03-26,41295.25165376524,Paid
CL0009,2024-04-25,41295.25165376524,Paid
CL0009,2024-05-25,41295.25165376524,Paid
CL0009,2024-06-24,41295.25165376524,Paid
CL0009,2024-07-24,41295.25165376524,Paid
CL0009,2024-08-23,41295.25165376524,Paid
CL0009,2024-09-22,41295.25165376524,Paid
CL0009,2024-10-22,41295.25165376524,Paid
CL0009,2024-11-21,41295.25165376524,Missing
CL0009,2024-12-21,41295.25165376524,Paid
CL0009,2025-01-20,41295.25165376524,Paid
CL0009,2025-02-19,41295.25165376524,Paid
CL0009,2025-03-21,41295.25165376524,Paid
CL0009,2025-04-20,41295.25165376524,Paid
CL0009,2025-05-20,41295.25165376524,Missing
CL0009,2025-06-19,41295.25165376524,Paid
CL0009,2025-07-19,41295.25165376524,Paid
CL0009,2025-08-18,41295.25165376524,Paid
CL0009,2025-09-17,41295.25165376524,Paid
CL0009,2025-10-17,41295.25165376524,Paid
CL0009,2025-11-16,41295.25165376524,Paid
CL0010,2023-01-01,34645.25150198228,Paid
CL0010,2023-01-31,34645.25150198228,Paid
CL0010,2023-03-02,34645.25150198228,Missing
CL0010,2023-04-01,34645.25150198228,Paid
CL0010,2023-05-01,34645.25150198228,Paid
CL0010,2023-05-31,34645.25150198228,Paid
CL0010,2023-06-30,34645.25150198228,Paid
CL0010,2023-07-30,34645.25150198228,Missing
CL0010,2023-08-29,34645.25150198228,Paid
CL0010,2023-09-28,34645.25150198228,Paid
CL0010,2023-10-28,34645.25150198228,Paid
CL0010,2023-11-27,34645.25150198228,Missing
CL0010,2023-12-27,34645.25150198228,Paid
CL0010,2024-01-26,34645.25150198228,Paid
CL0010,2024-02-25,34645.25150198228,Paid
CL0010,2024-03-26,34645.25150198228,Paid
CL0010,2024-04-25,34645.25150198228,Paid
CL0010,2024-05-25,34645.25150198228,Paid
CL0010,2024-06-24,34645.25150198228,Paid
CL0010,2024-07-24,34645.25150198228,Paid
CL0010,2024-08-23,34645.25150198228,Paid
CL0010,2024-09-22,34645.25150198228,Paid
CL0010,2024-10-22,34645.25150198228,Paid
CL0010,2024-11-21,34645.25150198228,Paid
CL0010,2024-12-21,34645.25150198228,Paid
CL0010,2025-01-20,34645.25150198228,Paid
CL0010,2025-02-19,34645.25150198228,Missing
CL0010,2025-03-21,34645.25150198228,Missing
CL0010,2025-04-20,34645.25150198228,Paid
CL0010,2025-05-20,34645.25150198228,Paid
CL0010,2025-06-19,34645.25150198228,Missing
CL0010,2025-07-19,34645.25150198228,Paid
CL0010,2025-08-18,34645.25150198228,Paid
CL0010,2025-09-17,34645.25150198228,Paid
CL0010,2025-10-17,34645.25150198228,Paid
CL0010,2025-11-16,34645.25150198228,Missing
CL0011,2023-01-01,36152.44540330336,Paid
CL0011,2023-01-31,36152.44540330336,Paid
CL0011,2023-03-02,36152.44540330336,Paid
CL0011,2023-04-01,36152.44540330336,Paid
CL0011,2023-05-01,36152.44540330336,Paid
CL0011,2023-05-31,36152.44540330336,Paid
CL0011,2023-06-30,36152.44540330336,Paid
CL0011,2023-07-30,36152.44540330336,Paid
CL0011,2023-08-29,36152.44540330336,Paid
CL0011,2023-09-28,36152.44540330336,Paid
CL0011,2023-10-28,36152.44540330336,Missing
CL0011,2023-11-27,36152.44540330336,Paid
CL0011,2023-12-27,36152.44540330336,Paid
CL0011,2024-01-26,36152.44540330336,Paid
CL0011,2024-02-25,36152.44540330336,Paid
CL0011,2024-03-26,36152.44540330336,Paid
CL0011,2024-04-25,36152.44540330336,Paid
CL0011,2024-05-25,36152.44540330336,Paid
CL0011,2024-06-24,36152.44540330336,Paid
CL0011,2024-07-24,36152.44540330336,Paid
CL0011,2024-08-23,36152.44540330336,Missing
CL0011,2024-09-22,36152.44540330336,Paid
CL0011,2024-10-22,36152.44540330336,Paid
CL0011,2024-11-21,36152.44540330336,Paid
CL0011,2024-12-21,36152.44540330336,Paid
CL0011,2025-01-20,36152.44540330336,Paid
CL0011,2025-02-19,36152.44540330336,Paid
CL0011,2025-03-21,36152.44540330336,Paid
CL0011,2025-04-20,36152.44540330336,Paid
CL0011,2025-05-20,36152.44540330336,Paid
CL0011,2025-06-19,36152.44540330336,Missing
CL0011,2025-07-19,36152.44540330336,Missing
CL0011,2025-08-18,36152.44540330336,Paid
CL0011,2025-09-17,36152.44540330336,Missing
CL0011,2025-10-17,36152.44540330336,Paid
CL0011,2025-11-16,36152.44540330336,Paid
CL0012,2023-01-01,43213.80432043937,Paid
CL0012,2023-01-31,43213.80432043937,Paid
CL0012,2023-03-02,43213.80432043937,Paid
CL0012,2023-04-01,43213.80432043937,Paid
CL0012,2023-05-01,43213.80432043937,Missing
CL0012,2023-05-31,43213.80432043937,Paid
CL0012,2023-06-30,43213.80432043937,Paid
CL0012,2023-07-30,43213.80432043937,Paid
CL0012,2023-08-29,43213.80432043937,Paid
CL0012,2023-09-28,43213.80432043937,Paid
CL0012,2023-10-28,43213.80432043937,Missing
CL0012,2023-11-27,43213.80432043937,Paid
CL0012,2023-12-27,43213.80432043937,Paid
CL0012,2024-01-26,43213.80432043937,Paid
CL0012,2024-02-25,43213.80432043937,Missing
CL0012,2024-03-26,43213.80432043937,Paid
CL0012,2024-04-25,43213.80432043937,Paid
CL0012,2024-05-25,43213.80432043937,Paid
CL0012,2024-06-24,43213.80432043937,Paid
CL0012,2024-07-24,43213.80432043937,Missing
CL0012,2024-08-23,43213.80432043937,Paid
CL0012,2024-09-22,43213.80432043937,Paid
CL0012,2024-10-22,43213.80432043937,Paid
CL0012,2024-11-21,43213.80432043937,Paid
CL0012,2024-12-21,43213.80432043937,Missing
CL0012,2025-01-20,43213.80432043937,Paid
CL0012,2025-02-19,43213.80432043937,Paid
CL0012,2025-03-21,43213.80432043937,Paid
CL0012,2025-04-20,43213.80432043937,Paid
CL0012,2025-05-20,43213.80432043937,Paid
CL0012,2025-06-19,43213.80432043937,Paid
CL0012,2025-07-19,43213.80432043937,Paid
CL0012,2025-08-18,43213.80432043937,Paid
CL0012,2025-09-17,43213.80432043937,Paid
CL0012,2025-10-17,43213.80432043937,Paid
CL0012,2025-11-16,43213.80432043937,Paid
CL0013,2023-01-01,16235.060398663369,Missing
CL0013,2023-01-31,16235.060398663369,Paid
CL0013,2023-03-02,16235.060398663369,Paid
CL0013,2023-04-01,16235.060398663369,Paid
CL0013,2023-05-01,16235.060398663369,Paid
CL0013,2023-05-31,16235.060398663369,Paid
CL0013,2023-06-30,16235.060398663369,Paid
CL0013,2023-07-30,16235.060398663369,Paid
CL0013,2023-08-29,16235.060398663369,Paid
CL0013,2023-09-28,16235.060398663369,Paid
CL0013,2023-10-28,16235.060398663369,Paid
CL0013,2023-11-27,16235.060398663369,Paid
CL0013,2023-12-27,16235.060398663369,Paid
CL0013,2024-01-26,16235.060398663369,Paid
CL0013,2024-02-25,16235.060398663369,Paid
CL0013,2024-03-26,16235.060398663369,Paid
CL0013,2024-04-25,16235.060398663369,Paid
CL0013,2024-05-25,16235.060398663369,Paid
CL0013,2024-06-24,16235.060398663369,Missing
CL0013,2024-07-24,16235.060398663369,Paid
CL0013,2024-08-23,16235.060398663369,Paid
CL0013,2024-09-22,16235.060398663369,Paid
CL0013,2024-10-22,16235.060398663369,Missing
CL0013,2024-11-21,16235.060398663369,Paid
CL0013,2024-12-21,16235.060398663369,Paid
CL0013,2025-01-20,16235.060398663369,Missing
CL0013,2025-02-19,16235.060398663369,Paid
CL0013,2025-03-21,16235.060398663369,Paid
CL0013,2025-04-20,16235.060398663369,Missing
CL0013,2025-05-20,16235.060398663369,Paid
CL0013,2025-06-19,16235.060398663369,Paid
CL0013,2025-07-19,16235.060398663369,Paid
CL0013,2025-08-18,16235.060398663369,Paid
CL0013,2025-09-17,16235.060398663369,Paid
CL0013,2025-10-17,16235.060398663369,Paid
CL0013,2025-11-16,16235.060398663369,Missing
CL0014,2023-01-01,27024.12336394132,Paid
CL0014,2023-01-31,27024.12336394132,Paid
CL0014,2023-03-02,27024.12336394132,Paid
CL0014,2023-04-01,27024.12336394132,Paid
CL0014,2023-05-01,27024.12336394132,Paid
CL0014,2023-05-31,27024.12336394132,Missing
CL0014,2023-06-30,27024.12336394132,Paid
CL0014,2023-07-30,27024.12336394132,Paid
CL0014,2023-08-29,27024.12336394132,Paid
CL0014,2023-09-28,27024.12336394132,Paid
CL0014,2023-10-28,27024.12336394132,Paid
CL0014,2023-11-27,27024.12336394132,Paid
CL0014,2023-12-27,27024.12336394132,Paid
CL0014,2024-01-26,27024.12336394132,Paid
CL0014,2024-02-25,27024.12336394132,Paid
CL0014,2024-03-26,27024.12336394132,Paid
CL0014,2024-04-25,27024.12336394132,Paid
CL0014,2024-05-25,27024.12336394132,Paid
CL0014,2024-06-24,27024.12336394132,Paid
CL0014,2024-07-24,27024.12336394132,Paid
CL0014,2024-08-23,27024.12336394132,Paid
CL0014,2024-09-22,27024.12336394132,Paid
CL0014,2024-10-22,27024.12336394132,Paid
CL0014,2024-11-21,27024.12336394132,Missing
CL0014,2024-12-21,27024.12336394132,Paid
CL0014,2025-01-20,27024.12336394132,Paid
CL0014,2025-02-19,27024.12336394132,Paid
CL0014,2025-03-21,27024.12336394132,Paid
CL0014,2025-04-20,27024.12336394132,Paid
CL0014,2025-05-20,27024.12336394132,Paid
CL0014,2025-06-19,27024.12336394132,Paid
CL0014,2025-07-19,27024.12336394132,Paid
CL0014,2025-08-18,27024.12336394132,Paid
CL0014,2025-09-17,27024.12336394132,Paid
CL0014,2025-10-17,27024.12336394132,Paid
CL0014,2025-11-16,27024.12336394132,Paid
CL0015,2023-01-01,14954.4248818821,Paid
CL0015,2023-01-31,14954.4248818821,Paid
CL0015,2023-03-02,14954.4248818821,Paid
CL0015,2023-04-01,14954.4248818821,Paid
CL0015,2023-05-01,14954.4248818821,Missing
CL0015,2023-05-31,14954.4248818821,Paid
CL0015,2023-06-30,14954.4248818821,Missing
CL0015,2023-07-30,14954.4248818821,Paid
CL0015,2023-08-29,14954.4248818821,Paid
CL0015,2023-09-28,14954.4248818821,Paid
CL0015,2023-10-28,14954.4248818821,Paid
CL0015,2023-11-27,14954.4248818821,Missing
CL0015,2023-12-27,14954.4248818821,Missing
CL0015,2024-01-26,14954.4248818821,Paid
CL0015,2024-02-25,14954.4248818821,Paid
CL0015,2024-03-26,14954.4248818821,Paid
CL0015,2024-04-25,14954.4248818821,Paid
CL0015,2024-05-25,14954.4248818821,Missing
CL0015,2024-06-24,14954.4248818821,Paid
CL0015,2024-07-24,14954.4248818821,Paid
CL0015,2024-08-23,14954.4248818821,Paid
CL0015,2024-09-22,14954.4248818821,Paid
CL0015,2024-10-22,14954.4248818821,Missing
CL0015,2024-11-21,14954.4248818821,Paid
CL0015,2024-12-21,14954.4248818821,Paid
CL0015,2025-01-20,14954.4248818821,Paid
CL0015,2025-02-19,14954.4248818821,Paid
CL0015,2025-03-21,14954.4248818821,Paid
CL0015,2025-04-20,14954.4248818821,Paid
CL0015,2025-05-20,14954.4248818821,Paid
CL0015,2025-06-19,14954.4248818821,Paid
CL0015,2025-07-19,14954.4248818821,Paid
CL0015,2025-08-18,14954.4248818821,Paid
CL0015,2025-09-17,14954.4248818821,Paid
CL0015,2025-10-17,14954.4248818821,Paid
CL0015,2025-11-16,14954.4248818821,Paid
CL0016,2023-01-01,49445.06035984912,Paid
CL0016,2023-01-31,49445.06035984912,Paid
CL0016,2023-03-02,49445.06035984912,Paid
CL0016,2023-04-01,49445.06035984912,Paid
CL0016,2023-05-01,49445.06035984912,Missing
CL0016,2023-05-31,49445.06035984912,Paid
CL0016,2023-06-30,49445.06035984912,Missing
CL0016,2023-07-30,49445.06035984912,Paid
CL0016,2023-08-29,49445.06035984912,Paid
CL0016,2023-09-28,49445.06035984912,Paid
CL0016,2023-10-28,49445.06035984912,Paid
CL0016,2023-11-27,49445.06035984912,Paid
CL0016,2023-12-27,49445.06035984912,Paid
CL0016,2024-01-26,49445.06035984912,Paid
CL0016,2024-02-25,49445.06035984912,Paid
CL0016,2024-03-26,49445.06035984912,Paid
CL0016,2024-04-25,49445.06035984912,Missing
CL0016,2024-05-25,49445.06035984912,Paid
CL0016,2024-06-24,49445.06035984912,Missing
CL0016,2024-07-24,49445.06035984912,Paid
CL0016,2024-08-23,49445.06035984912,Paid
CL0016,2024-09-22,49445.06035984912,Paid
CL0016,2024-10-22,49445.06035984912,Paid
CL0016,2024-11-21,49445.06035984912,Paid
CL0016,2024-12-21,49445.06035984912,Missing
CL0016,2025-01-20,49445.06035984912,Paid
CL0016,2025-02-19,49445.06035984912,Paid
CL0016,2025-03-21,49445.06035984912,Paid
CL0016,2025-04-20,49445.06035984912,Paid
CL0016,2025-05-20,49445.06035984912,Paid
CL0016,2025-06-19,49445.06035984912,Paid
CL0016,2025-07-19,49445.06035984912,Paid
CL0016,2025-08-18,49445.06035984912,Paid
CL0016,2025-09-17,49445.06035984912,Paid
CL0016,2025-10-17,49445.06035984912,Paid
CL0016,2025-11-16,49445.06035984912,Paid
CL0017,2023-01-01,47482.6702858976,Paid
CL0017,2023-01-31,47482.6702858976,Paid
CL0017,2023-03-02,47482.6702858976,Missing
CL0017,2023-04-01,47482.6702858976,Paid
CL0017,2023-05-01,47482.6702858976,Paid
CL0017,2023-05-31,47482.6702858976,Paid
